word,mine,Salah
goldeye,0,0
microbatteries,-1,0
largazole,-1,-1
whale,0,0
overrode,-1,-1
irreconcilably,-1,-1
mami,0,0
spasmed,-1,0
supersafe,1,1
moai,0,0
utilization,1,0
edginess,1,0
scrummy,1,1
chime,1,0
rails,0,-1
collar,0,0
koz,1,0
prescient,-1,-1
skedded,1,0
tonght,1,1
sealcoat,0,0
moat,0,0
gurgles,1,0
gurgler,-1,-1
storeowners,0,-1
rollforming,-1,0
podoplanin,-1,0
rezones,0,0
tutela,1,0
celtic,1,0
silex,1,0
ekta,1,0
rezoned,0,0
automne,1,0
siled,0,-1
ferment,0,0
horrifically,-1,-1
postfight,0,0
tungstate,-1,0
veces,1,0
walkless,1,1
waze,1,1
cosh,-1,1
rankled,-1,-1
punters,0,0
kor,1,0
bantengs,0,0
waterproofing,0,0
vial,0,0
kou,1,0
posibilidad,1,0
gimps,-1,-1
fuzziest,1,0
panjabi,0,0
kot,1,0
onal,1,0
illegals,0,-1
popemobile,0,0
shes,0,0
mirepoix,0,0
vias,0,0
sintering,-1,0
gangling,1,0
adeal,-1,-1
illegaly,-1,-1
populating,-1,0
executioner,-1,0
ongong,1,0
découvrir,1,1
acculturation,-1,0
outstanding,1,1
toopen,0,0
toshareholders,1,0
delisted,-1,0
annunciators,1,0
sportsfest,0,0
unsurveyed,-1,0
ravings,-1,0
nanocoatings,-1,0
quasars,-1,0
hexagonal,-1,0
semiliterate,-1,-1
hydroxylated,-1,0
departements,0,0
multistakeholder,1,0
pones,0,-1
poner,1,0
leukocyte,-1,0
carbomb,0,0
demotivate,-1,-1
downlights,0,0
interferer,-1,-1
interferes,1,-1
gobierno,1,0
lackadaisical,-1,-1
nonpornographic,-1,-1
empirically,-1,0
maison,0,0
chairman,1,0
stepdancing,0,0
baryon,-1,0
interfered,1,-1
equpment,0,-1
wellas,1,0
foreman,0,0
wons,1,0
needle,0,0
phenomenonal,1,1
curmudgeons,-1,-1
grimey,-1,1
reckon,-1,1
goldman,0,0
measurer,1,0
measures,0,0
pacings,0,1
reunited,1,1
foetid,-1,-1
brioche,0,0
waza,1,0
electropop,1,0
bsmt,0,0
breathily,1,0
reunites,1,0
huhs,-1,0
looniest,-1,0
measured,1,1
screenwriter,0,0
professionnels,1,0
queasily,-1,-1
dissolver,-1,0
dissolves,0,0
daunts,-1,-1
unhide,-1,0
faddists,-1,-1
chantings,0,-1
decapitations,-1,0
flava,0,0
dissolved,-1,-1
unscalable,-1,-1
pigeonholing,-1,-1
anthologized,-1,0
mahigit,1,0
mucopolysaccharides,-1,-1
cumene,-1,0
rakish,1,1
clofazimine,-1,0
asphalt,0,0
mistreats,-1,-1
genomewide,-1,-1
charcha,1,0
ballplayer,0,1
reinvasion,-1,0
santero,0,0
umming,1,1
sidetrip,0,0
burrowers,0,0
larrikinism,-1,1
crossmatch,-1,-1
melody,1,0
akinesia,-1,0
geniune,1,1
costing,-1,-1
isogenic,-1,0
likening,-1,-1
testicles,-1,0
moulting,0,0
ehrlichiosis,-1,0
jugar,1,0
penalty,-1,0
furnishers,0,-1
repulsiveness,-1,-1
multiperil,-1,-1
blockier,-1,1
carmine,0,0
friskiest,1,1
bushfire,0,0
prudishly,-1,-1
themonth,1,0
reselection,-1,0
forst,1,0
counterpoint,1,0
reveres,1,1
prestate,-1,0
aficionado,1,0
tommorow,0,1
likejacking,-1,-1
oilbody,1,1
sammies,0,1
furnaces,0,0
avarice,-1,-1
photobioreactor,0,1
procrastination,-1,-1
imprinters,0,0
treshold,0,0
floatplane,0,0
drugmaker,0,0
overclocking,-1,0
kabbadi,0,0
microdebrider,-1,0
fallible,-1,-1
keenest,1,1
humbucking,1,0
dormer,0,0
microlenders,0,0
lipogenesis,-1,0
underachieved,-1,-1
riveter,-1,0
nickelodeon,1,0
zugu,1,1
freespending,-1,-1
activity,0,0
overfull,-1,-1
underachiever,-1,-1
underachieves,-1,-1
autocatalyst,-1,-1
multiformat,1,0
consciously,1,-1
hadto,1,1
loveliness,1,1
limning,1,0
martyrdom,1,0
ependymomas,-1,0
aboveaverage,1,1
intelli,1,0
upsurge,-1,0
aftera,-1,0
wimpish,-1,-1
neuropilin,-1,0
arils,0,0
recommen,1,-1
biologist,0,0
shellmound,0,0
parternship,1,0
langauge,0,0
afters,-1,0
eyeshot,0,1
neurasthenic,-1,-1
basketful,0,-1
pizzelle,0,1
obstructionist,-1,-1
turtlenecks,0,0
profilic,1,1
slapped,-1,-1
giveway,1,-1
munhu,1,0
obstructionism,-1,-1
creme,0,0
hygrometers,-1,-1
rightfielder,0,0
slapper,0,0
biodiesels,0,0
expection,1,1
yardman,0,0
leitmotivs,1,1
lamenting,-1,-1
watchin,-1,1
socred,1,0
swashbucklers,1,0
smite,-1,-1
conjuror,-1,0
weâ,1,1
boathandling,1,1
innigs,1,1
weedeater,0,0
germiest,-1,-1
gwybodaeth,1,0
succeed,1,0
technica,1,0
eolian,0,0
thepower,0,0
airballing,-1,-1
lithologies,-1,0
license,0,0
ecconomy,-1,-1
internments,0,-1
copyable,-1,-1
heuchera,0,0
careline,0,0
landform,0,0
piya,1,0
machzor,0,0
suburbans,0,-1
gwybod,1,1
knockbacks,-1,-1
sticksman,1,0
sloth,0,0
comatosed,-1,-1
sojourners,0,0
duplicity,-1,-1
disgrunted,-1,-1
sepsis,-1,0
snowshoeing,0,0
pupose,0,0
stratigraphy,0,0
whelk,0,0
radiolocation,1,0
unforced,1,1
vulnerabilites,-1,-1
noninstructional,0,0
whelm,1,1
externality,-1,0
slots,0,0
handymax,0,0
hoaxers,-1,-1
bolster,1,0
francés,1,0
microjet,1,0
childproofed,0,-1
verisimilitude,1,0
dibble,0,0
illumined,1,1
concourse,0,0
melanzane,0,0
bigbox,0,0
armors,1,0
apprehensively,1,0
confabulation,-1,0
armory,0,0
brick,0,0
telephonically,1,0
clackety,1,0
chandler,0,0
dxf,-1,0
erionite,-1,-1
goreng,0,0
foreseeing,-1,1
quintet,0,0
hwe,1,0
confirme,1,0
vaguely,-1,-1
asura,1,0
specced,1,1
brinjal,0,0
postmodernism,-1,0
asure,1,-1
transgenics,-1,-1
deepwater,0,0
statementscontained,1,1
overclockers,-1,0
middens,0,0
floatin,0,0
unappealable,-1,-1
uncompromisingly,1,1
daftly,-1,0
parachuted,0,0
propoor,1,-1
recluses,0,-1
floatie,0,0
bashers,-1,-1
corrode,-1,0
bango,-1,0
parachutes,0,0
elfish,-1,-1
tweaking,-1,1
compactness,1,1
krill,0,0
plotter,0,0
budgerigars,0,0
onging,0,0
cafecito,0,1
downwinders,-1,-1
welding,0,0
quavery,1,-1
unitary,-1,-1
diagnostically,-1,-1
leant,-1,0
quavers,1,1
interlacing,-1,0
leans,1,-1
turnbuckle,0,0
usernames,0,0
windbreaker,0,0
quail,0,0
tillana,1,1
wifeless,-1,-1
unitard,0,0
lixiviation,-1,0
inspirationally,1,1
spellcheckers,-1,0
immunosuppression,-1,0
brownest,0,0
parading,0,0
improverished,-1,-1
polycondensation,-1,0
quarterlies,-1,0
stammerers,-1,-1
eyewear,0,0
hydroxyproline,-1,0
photolyase,-1,-1
nauna,1,0
torpedo,-1,0
catfights,-1,0
freerunning,0,1
sinetron,-1,0
sliver,0,1
reenergizing,1,1
arriver,1,-1
arrives,0,0
paths,0,0
antifolates,-1,0
cowpokes,0,0
equable,1,1
dockable,1,0
tretinoin,-1,0
arrived,0,0
arneis,0,0
sagacious,1,1
birch,0,0
robust,1,1
tetrodotoxin,0,0
broodiness,1,-1
tearjerking,-1,-1
neuritic,-1,-1
perserverance,1,1
haga,1,0
lower,-1,-1
lowes,0,0
suman,0,0
sumac,0,0
polies,0,0
paperlike,-1,1
persuasive,1,1
bounces,0,1
bouncer,0,0
cutmen,0,1
apprized,-1,-1
deliverable,1,0
overinflation,-1,-1
gruelingly,-1,1
butyl,-1,0
lowed,-1,-1
craftswomen,0,0
newsbriefs,0,0
printables,1,0
bounced,0,1
desisyon,1,0
tanager,0,0
fbs,1,0
dogies,0,1
precedence,-1,-1
manservant,-1,0
denser,-1,0
competitive,1,1
mountaineering,0,0
inactive,-1,-1
adlibs,1,1
sadhaks,0,0
margarine,0,0
selamat,1,0
solithromycin,-1,0
wondertouch,1,0
subtyping,-1,0
advisery,-1,1
kecks,-1,0
acapella,0,0
advisers,0,0
pruritic,-1,0
likeable,1,1
exclusively,1,-1
solución,1,0
likeably,-1,1
denuclearising,1,1
exhibition,0,0
rocklike,0,0
microcatheter,-1,0
pruritis,-1,0
grindhouse,-1,0
architrave,0,0
urgers,-1,-1
breakingnews,-1,0
expirations,-1,0
vindicate,-1,-1
procuration,-1,0
grapeshot,-1,0
dvds,0,0
conservativeness,-1,-1
tussocks,0,0
shortside,1,1
forcings,-1,0
rious,1,0
rowen,0,0
newsrack,0,0
pseudogap,-1,0
unwomanly,-1,-1
bedmate,-1,0
summonsing,-1,-1
itsbusiness,1,1
toluene,-1,0
fbc,1,0
jots,0,0
springbok,0,0
webinars,1,0
hypervisors,1,0
sequesters,0,0
flabbergasted,-1,-1
misdirections,-1,-1
adiabatic,-1,0
miniute,0,1
elesclomol,-1,0
marlin,0,0
moralize,-1,-1
aggravation,-1,-1
pignoli,0,0
putaways,1,1
translators,0,0
obtainment,1,1
counteroffer,0,0
efficiences,1,1
industrializes,0,-1
folders,0,0
upshift,1,0
ecology,0,0
piglet,0,0
fucking,-1,-1
embroil,-1,0
ulcers,-1,-1
denigration,-1,-1
spermatic,-1,0
streaming,0,0
ocasiones,1,1
paraglide,0,0
grenades,0,0
angelic,1,1
polyglutamine,-1,0
newsletter,0,0
censorships,-1,-1
endometrioid,-1,-1
theke,1,0
submarkets,0,0
resected,-1,0
dukh,1,0
begrudges,1,1
partisian,-1,-1
medi,1,0
karstic,-1,0
ewsachse,1,1
capon,0,0
sexted,-1,-1
begrudged,1,1
waveform,1,0
unwavered,1,1
carjacking,0,0
maskandi,0,0
softs,0,1
buckminsterfullerene,-1,0
tampers,-1,-1
recessing,0,0
foreshadowings,1,1
mitotic,-1,0
photostream,1,0
jumpy,-1,-1
regex,-1,0
beleaguered,-1,-1
sheng,0,0
jumps,0,1
kelaguen,0,0
colposcopic,-1,-1
piecemealed,0,-1
conversant,1,1
nuevo,1,0
museumday,0,0
commissionerates,0,0
thewater,0,0
sunniest,-1,1
tuppence,-1,1
nueve,1,0
nueva,1,0
unconfirmed,-1,-1
hogwash,-1,-1
vampish,1,0
volunteering,0,0
huffer,0,0
ordeal,-1,0
wineglass,0,0
impermeable,-1,0
acquistion,1,0
highflyer,1,0
repulsion,-1,0
tbls,0,1
devasated,-1,-1
glamorised,-1,-1
huffed,-1,0
flagless,-1,0
grilse,0,1
neckties,0,0
theroad,0,-1
significant,1,1
unseren,1,0
nightclubber,0,0
maillot,0,0
compu,1,1
sfumato,1,0
mustached,1,0
hwt,1,1
sharding,-1,0
ganito,1,0
climbin,0,1
holster,0,0
cohabitated,-1,-1
vagabond,0,-1
thornless,0,0
numerate,-1,1
whimp,-1,-1
sideview,1,0
whims,-1,-1
microsite,1,0
introverted,-1,-1
stylin,1,1
scrollwork,0,0
hexamer,-1,0
hepatocyte,-1,0
siglo,1,0
continueing,-1,1
mantles,0,0
oddities,-1,-1
potoroos,0,0
scared,-1,-1
counterpoise,-1,0
mountains,0,0
hydrotreating,0,0
regen,1,0
deployer,0,0
lockpicking,0,0
potassium,0,0
fallows,0,0
symbolized,1,0
phototransistor,-1,-1
rosogolla,0,0
kdb,1,1
tahasildar,0,0
loadsa,-1,-1
promontory,0,0
différents,1,0
deployed,0,0
kf,1,0
mystify,-1,-1
ventilated,-1,0
multimonth,1,-1
electorial,-1,-1
drinkers,0,0
upsized,1,1
whoare,1,1
fruitlessness,-1,-1
drinkery,0,0
geneticists,0,0
stalking,-1,0
gratifying,1,1
ingrates,-1,-1
spliffs,0,0
dischargeable,-1,-1
dazzlingly,1,1
monotonal,-1,0
sunnies,0,0
predications,-1,0
pictogram,-1,0
priviledge,1,1
loners,-1,-1
associated,1,-1
phages,0,0
privateer,1,0
verba,1,0
gunsmithing,0,0
scrapie,-1,0
penalisation,-1,-1
racking,-1,0
associates,0,0
faithless,-1,-1
encroachers,0,0
bullrings,0,0
underwings,0,1
freakiness,-1,1
sultriest,1,0
featurephones,1,0
decedents,1,0
rallye,1,0
ministocks,1,1
nüvifone,1,0
workhouse,-1,0
scarer,-1,0
inequities,-1,-1
squelches,-1,1
serapes,0,0
scares,-1,-1
coupist,-1,-1
antitrade,-1,-1
disenchant,-1,-1
exhibiton,0,0
artistas,1,0
cogging,-1,-1
thowing,-1,0
chira,0,0
develope,1,1
babystyle,1,0
grimier,-1,-1
developm,1,0
calcifications,-1,-1
wickets,0,0
aneuploidy,-1,0
chirp,1,0
develops,1,0
liturgically,1,0
chiru,0,0
flirtation,-1,0
cremes,0,0
asininity,-1,-1
drilldown,1,1
halfback,1,0
pottery,0,0
tyrannosaurids,0,0
voltmeters,-1,0
clobberin,-1,1
unaffectedly,1,1
testiest,-1,1
potters,0,0
muchos,1,0
scallywags,-1,0
tandoor,0,0
pyro,0,0
ungratefully,-1,-1
nasa,1,0
weights,0,0
spokesoman,-1,0
debute,1,1
unitedly,0,0
recharacterize,-1,-1
nash,1,0
nasi,0,0
carved,1,0
naso,-1,0
weighty,-1,0
aerofoils,-1,0
albion,1,0
naffness,-1,0
pervert,-1,-1
undisrupted,1,1
knownas,1,0
communciation,1,0
gipsies,0,-1
opponants,-1,-1
unripened,0,1
clerisy,-1,0
lowland,0,0
neigborhood,0,0
valient,1,1
festal,0,0
jimi,1,-1
hellion,-1,0
powerlooms,0,-1
timberland,0,0
dumbbell,0,0
ulated,1,0
jima,0,0
laziest,-1,-1
prosectuors,0,0
ecoterrorists,-1,0
signifiers,-1,0
lactamase,-1,0
disposal,0,0
deterministic,1,0
snifter,0,0
grenadier,0,0
doublesix,1,1
upwellings,0,0
stable,1,1
tsaya,1,0
ancotel,1,0
overlaps,-1,-1
oocytes,-1,1
scrappage,-1,-1
coquettish,1,1
asume,1,0
toenail,0,0
seducers,-1,-1
talons,0,0
isme,1,1
readout,1,0
eeee,1,0
reinterpret,-1,-1
electron,-1,0
coveys,0,1
intouch,1,1
bounding,1,0
drinking,0,-1
monkshood,0,0
toavoid,0,0
talong,0,0
bryant,1,0
materialism,-1,0
restockers,0,1
buil,0,0
enviromentally,1,-1
incoherent,-1,-1
footmark,0,0
ticketholder,0,0
piquillo,0,1
congresspeople,0,0
facebooks,0,0
quintuplets,0,0
microfabricated,-1,-1
reappearing,0,0
upstater,-1,-1
nowdays,1,-1
alveolitis,-1,-1
alltime,1,0
korowai,1,0
endoscopically,-1,0
modlet,1,0
pussycats,-1,-1
grouching,-1,-1
recrossing,0,0
overhype,-1,-1
memset,1,0
acini,1,0
einer,1,0
scurf,0,1
paleness,-1,-1
plimsolls,0,0
dispossessions,-1,0
garlanding,0,0
undergarments,0,0
purge,-1,-1
bespeaking,1,0
checkers,0,0
blobs,0,0
kris,0,0
packetization,1,0
whistlers,0,0
frankfurters,0,0
forehanded,1,1
exis,-1,-1
outlasted,1,0
coglioni,-1,-1
colorization,-1,0
patternmaker,0,0
riverbottom,0,0
garishness,1,0
carbonara,0,-1
waveguide,-1,0
constitutency,0,0
huxleyi,-1,0
gilli,0,0
oard,-1,0
heretically,-1,-1
joggle,0,1
cozy,1,-1
hdmi,-1,0
choreographing,1,0
industriousness,1,0
presell,-1,-1
irradiator,0,0
slated,-1,0
próximo,1,0
rebuttals,-1,0
swirled,0,0
pentose,-1,0
jackknifes,0,0
slates,0,0
chipleader,0,0
confiscating,-1,0
vibram,-1,-1
delevered,-1,1
vividness,1,1
ibs,-1,0
swashbuckler,1,0
thenation,1,0
priceof,0,0
catalyzing,1,0
aminophylline,-1,0
gravitationally,-1,0
stiking,1,1
effervesce,1,1
nanoelectronic,-1,0
performative,1,0
warnings,-1,-1
townspeople,0,-1
attar,0,0
iptelorg,1,0
somwhat,-1,-1
payoffs,0,0
reds,0,0
redesignated,1,0
examinations,0,0
bedstand,0,0
hoppiest,0,1
slinging,-1,0
redu,1,-1
doxology,1,0
photometric,1,0
integrations,1,0
vinspired,1,0
enthralls,1,1
respirator,0,0
newbs,-1,-1
lenticular,-1,0
droops,-1,0
rede,1,0
redd,0,0
newby,1,1
piedra,0,0
redo,-1,-1
bawdiest,-1,1
droopy,-1,0
cordoning,0,0
witchery,-1,-1
ellipse,1,0
puddling,0,0
doodle,0,0
dietitian,0,0
witchers,-1,0
gaushalas,0,-1
rackets,0,0
reflows,-1,-1
luckiness,-1,0
overvoting,-1,-1
scariest,-1,1
walas,0,-1
gales,0,0
generators,0,0
chateaux,0,0
ovas,-1,0
inet,0,0
walay,1,0
psoriasis,-1,0
gelnique,-1,0
andesites,-1,0
hatful,1,1
barbatus,0,0
renourish,0,0
calvings,1,0
vesicle,-1,0
stuffers,0,0
styrenic,-1,0
urad,0,0
financialstatements,1,0
ditzes,-1,-1
distractedly,-1,0
dyskinesias,-1,-1
ural,1,0
vehcile,0,0
oficiales,1,0
sculptor,0,0
testosterone,-1,0
totoong,1,0
sightline,0,0
islamabad,1,0
linger,1,-1
jeapordise,-1,-1
headboat,0,1
lumber,0,0
perampanel,-1,0
microcarriers,-1,0
regale,1,0
minyanim,0,0
purports,-1,-1
caprock,0,0
befits,1,1
superally,-1,0
tarawih,0,0
owie,-1,-1
sandbank,0,0
fulminates,-1,-1
kipah,0,0
mowing,0,0
spying,-1,-1
carrom,0,0
chim,1,0
orthodics,-1,0
aspergillosis,-1,0
intergral,1,1
wampum,0,0
villain,-1,0
carrot,0,0
something,0,1
unevaluated,-1,-1
supportfor,1,1
embryonal,-1,0
hemlines,0,0
cloddish,-1,-1
summers,0,0
united,-1,1
connectable,1,1
decaying,-1,-1
itsy,-1,-1
buoyant,1,1
permission,-1,0
itsr,1,0
tangoing,0,1
infoshop,0,0
prognosis,-1,0
swear,1,0
unites,1,0
uniter,-1,-1
slandering,-1,-1
longhair,-1,0
surfmen,0,0
astrologers,0,0
consubstantial,-1,0
camoflauge,0,0
sighting,0,0
underexplored,-1,1
tension,-1,-1
counterfeits,-1,-1
cupboard,0,0
cryoprotectants,-1,0
fluoridating,-1,-1
crossbreeds,0,0
masks,-1,0
babysat,0,0
nestlings,0,0
chocoholics,0,0
hahahaha,-1,-1
cowardness,-1,-1
cheaper,1,-1
impecunious,-1,-1
economc,-1,0
streetstock,1,1
readiness,1,0
contibutions,1,1
purely,1,1
nonindigenous,0,0
martins,0,0
straps,0,0
liason,0,0
legimate,-1,-1
tabacco,0,-1
wettability,-1,0
steaminess,-1,0
cheapen,-1,-1
pluming,-1,0
bedders,0,0
shales,0,0
disrespecting,-1,-1
martini,0,0
parsonage,0,0
multitracked,1,0
saturated,-1,0
pluralized,-1,-1
urogynecology,1,0
unfortunates,0,-1
annexation,0,0
intertrochanteric,-1,0
kbd,1,0
lonesomeness,-1,-1
mathematicians,-1,0
saturates,-1,0
fulton,1,0
tyrant,-1,0
slingers,0,0
kbs,1,0
kbp,1,0
snapdragon,0,0
cumulate,1,0
theclub,1,1
unsustainable,-1,-1
takings,0,0
frailties,-1,-1
thuggery,-1,-1
orangy,1,1
scorebox,0,0
collocations,1,0
gadflies,0,0
sackings,-1,-1
assurances,-1,1
inexistent,-1,-1
monocrystalline,-1,0
nostalgia,1,-1
orangs,0,0
nostalgic,1,0
estimating,-1,0
permanent,-1,0
cottonseeds,0,0
inspecting,-1,0
orange,0,0
arwain,1,0
multithreading,-1,0
defining,1,1
refracting,-1,-1
striders,0,0
etymological,-1,0
eastward,0,0
bumbling,-1,-1
isoproterenol,-1,-1
packinghouses,0,0
makings,1,1
yuckiness,-1,-1
adversely,-1,-1
decible,-1,1
trainloads,0,0
ferguson,1,0
melodist,1,1
liquify,0,0
impaired,-1,-1
homogenates,-1,0
investor,-1,0
tabletting,-1,0
keepcase,-1,0
unpublicized,-1,-1
beingness,1,-1
admonished,-1,-1
profound,1,-1
awating,1,1
nfl,-1,0
huelga,1,0
subchannel,-1,0
utilisable,1,1
breezeways,0,0
easterner,0,0
obsequiously,-1,-1
admonishes,-1,-1
conservatism,-1,0
civillians,0,-1
shebeen,0,0
recents,-1,-1
lysed,-1,0
mitral,-1,0
studios,0,0
bilinguals,-1,1
psychopharmacological,-1,-1
antistatic,-1,0
unshaken,1,1
tο,1,0
redeployed,0,0
playdates,0,0
holstering,0,1
mothered,1,0
phloem,0,0
pistachios,0,0
thunders,1,0
demostrate,1,1
miljoen,1,0
starkness,1,0
mitras,0,0
sedately,1,1
clinching,1,1
retaken,-1,0
nondenominational,0,0
pring,1,0
bullnecked,-1,0
deid,-1,-1
trouping,0,1
hass,1,1
piccaninnies,-1,-1
tensest,-1,1
yanked,-1,-1
hollering,-1,1
tonkotsu,0,-1
incopy,-1,0
retakes,-1,-1
supercede,-1,-1
sexbots,-1,-1
householding,1,-1
playfighting,-1,-1
zoological,1,0
geospace,-1,0
promptly,1,-1
geostationary,1,0
unscrambling,-1,0
bering,1,0
intersperse,1,0
ebanking,1,0
squishing,-1,0
fishsticks,0,0
cedulas,0,0
compositions,1,0
offensively,1,1
manicures,0,1
handsomeness,1,1
certifications,1,0
reenactments,0,0
misanthropes,-1,-1
attent,1,0
medaled,1,1
cattily,-1,1
pancreaticoduodenectomy,-1,1
bellweather,-1,-1
rectifications,-1,-1
fraternité,1,0
illicit,-1,0
unexcused,-1,-1
stakers,0,0
manicured,1,1
forebodes,-1,-1
toserve,1,1
explict,-1,-1
adplex,1,0
cableway,0,0
rubberneck,0,-1
photorespiration,-1,0
vía,1,0
omnia,1,0
listless,-1,-1
planktonic,0,0
proposing,1,0
steamy,-1,1
effervescent,1,1
enormity,1,0
steams,1,0
ected,1,0
mes,1,0
fussbudget,-1,-1
impaneled,0,0
electroretinography,-1,-1
bookmobile,0,0
isobutanol,0,0
promicin,-1,-1
spol,1,0
organzations,0,0
transuranic,-1,0
inmate,0,0
quadratic,-1,0
ticklish,-1,-1
waitron,0,1
rigs,0,0
cenbank,1,0
furriest,1,0
precipitously,-1,-1
bazillionaire,-1,-1
cakelike,0,-1
agility,1,1
contestation,-1,0
polypectomy,-1,0
brawler,-1,0
shallot,0,0
postgraduate,0,0
shallow,-1,0
shallop,0,0
subsquent,-1,-1
foliation,-1,0
groundstrokes,0,0
segements,0,0
riverbeds,0,-1
benzonatate,-1,0
fruitier,1,1
unbundle,-1,0
persecutor,-1,-1
xanthone,0,1
ricocheted,0,0
vestry,0,0
improvidence,-1,-1
blir,1,0
hearings,0,-1
kickback,0,-1
spon,-1,0
boring,-1,-1
gages,-1,0
infectious,1,1
airgap,-1,0
screeching,-1,-1
chattered,-1,0
thighbone,-1,0
firestops,0,0
dynamo,1,0
sonofusion,-1,-1
explica,1,1
gaged,-1,-1
cosmonauts,0,0
grinningly,-1,-1
steepener,1,1
chorusing,1,0
solecism,-1,-1
paramyxoviruses,-1,0
uncontrollables,-1,-1
cohen,1,0
plantlife,0,0
mailer,-1,-1
westward,0,0
chaplaincy,0,0
mogul,0,0
sincerity,1,1
steepened,-1,0
hypermodern,1,0
prelaw,0,0
intersecting,-1,0
mildest,-1,0
roux,0,0
sagacity,1,1
rout,-1,1
hechos,1,0
matchmakers,0,0
roup,1,1
buddying,-1,0
sunbed,0,0
offday,0,0
europea,1,0
sharpeners,0,0
borshch,0,0
earthlike,-1,0
alienating,-1,-1
diacylglycerol,-1,0
asshole,-1,-1
feared,-1,-1
vegetation,0,0
yatra,0,0
bearproof,0,1
pointier,-1,0
docetaxel,-1,0
preheaters,0,0
coproducer,1,0
overhyping,-1,-1
yatri,0,0
illegalized,-1,-1
muck,0,-1
harmful,-1,-1
salesrooms,0,0
overwash,-1,-1
ginagawang,1,0
supernanny,-1,-1
proportioning,-1,-1
heskey,1,0
pulchritude,1,0
shippable,1,1
unfortunetly,-1,-1
thespians,0,0
aerodynamical,1,1
barista,0,0
unfalteringly,1,1
appallingly,-1,-1
unholster,0,1
kahirapan,1,0
ramirez,1,0
unflustered,1,1
pulvermedia,1,0
respotted,0,0
savageness,-1,0
countires,0,0
diagnostics,1,0
francise,-1,-1
megadonors,0,-1
meningeal,-1,0
unimpeded,1,1
democrate,-1,1
highscoring,1,1
bionanotechnology,1,0
dogfighters,0,0
burners,0,0
stymies,-1,-1
wingmen,1,1
accustom,1,1
cannabinoid,-1,0
hardcover,0,0
naprosyn,-1,-1
planning,1,0
democrats,-1,-1
adamantly,-1,0
dorothy,0,0
taxonomic,0,0
headquarted,1,0
nonproliferative,-1,0
nanomolar,-1,0
babyish,-1,-1
perfumers,0,0
hutong,0,0
juristic,-1,-1
clutching,-1,0
neurogenic,-1,0
perfumery,0,0
kipunji,0,0
outserved,1,1
beautification,0,0
sunflowers,0,1
filmer,0,0
financal,-1,-1
menadione,0,-1
contortionist,0,0
videocast,1,0
nonunion,0,-1
threateningly,-1,0
bubbleheads,-1,-1
overeating,0,-1
approv,-1,0
mentholated,-1,0
chakkajam,0,0
bulldogging,0,0
jackhammering,0,-1
diacritics,-1,0
honkies,-1,-1
problème,1,0
propshaft,-1,0
homeliness,1,1
ulitmately,-1,-1
snazz,0,0
troublingly,-1,-1
tubthump,1,0
qq,1,0
sifakas,0,1
qs,1,0
qr,1,1
categorises,-1,-1
qt,0,0
enlisting,1,0
ended,-1,0
communites,0,0
bandgala,0,0
cheerers,0,0
qa,-1,1
relents,-1,-1
qc,-1,0
qb,-1,0
osteopathic,0,0
volcanism,0,0
plopped,0,0
qi,0,0
reorts,0,-1
sparrows,0,0
ql,1,0
qn,1,0
unison,1,1
cilostazol,-1,0
kanga,0,0
expen,-1,0
expel,-1,0
expec,1,1
undershirts,0,0
hacia,1,0
fantastically,1,1
geomancy,0,0
distantly,-1,0
cherrypicker,0,0
cairns,0,0
kringle,0,0
soapmaking,0,0
bahiagrass,0,1
manicotti,0,0
kimchi,0,0
mmscfd,0,0
vanaf,1,0
oneiric,-1,0
braid,0,0
junks,0,-1
grises,-1,0
reperfusion,-1,0
itne,1,0
arguably,1,1
meatballs,0,0
junky,-1,-1
wagers,0,0
counterposing,-1,-1
scathingly,-1,-1
ambulancemen,0,0
poppycock,-1,-1
fidelis,1,0
angiosperm,0,0
connectivities,1,0
irreverently,-1,0
daypart,0,0
encysted,-1,-1
girolle,0,0
medicating,-1,-1
sporitelna,1,0
weighing,-1,-1
cemetry,0,0
gigapascals,-1,0
voicelessness,-1,-1
bhaichara,0,0
capabilites,1,1
tema,1,0
barefeet,0,0
weighins,0,0
embarrassment,-1,-1
underhook,0,0
atraumatic,-1,0
datastream,-1,0
probing,-1,-1
jukeboxes,0,0
underhood,1,1
sonorous,1,1
smogged,-1,-1
synergetic,1,1
commands,1,0
bdrms,0,0
spikings,-1,-1
budgeting,0,-1
slowcoach,-1,-1
fulllength,1,0
